Location,Total
United_States,91410
Northeast,9465
New_England,2093
Connecticut,226
Maine,314
Massachusetts,935
New_Hampshire,387
Rhode_Island,109
Vermont,122
Middle_Atlantic,7372
New_Jersey,2536
New_York,3367
Pennsylvania,1469
Midwest,11460
East_North_Central_D,5702
Illinois,1222
Indiana,1082
Michigan,1171
Ohio,1301
Wisconsin,926
West_North_Central_D,5758
Iowa,848
Kansas,386
Minnesota,2081
Missouri,1475
Nebraska,569
North_Dakota,150
South_Dakota,249
South,44081
South_Atlantic,24327
Delaware,450
District_of_Columbia,369
Florida,9858
Georgia,4269
Maryland,991
North_Carolina,3792
South_Carolina,2223
Virginia,2224
West_Virginia,151
East_South_Central_D,5516
Alabama,951
Kentucky,712
Mississippi,549
Tennessee,3304
West_South_Central_D,14238
Arkansas,762
Louisiana,1074
Oklahoma,724
Texas,11678
West,26404
Mountain,10895
Arizona,3401
Colorado,2864
Idaho,650
Montana,233
Nevada,1914
New_Mexico,335
Utah,1411
Wyoming,87
Pacific,15509
Alaska,94
California,10450
Hawaii,197
Oregon,1066
Washington,3702
