Location,Total
United_States,89694
Northeast,8001
New_England,1871
Connecticut,310
Maine,380
Massachusetts,816
New_Hampshire,161
Rhode_Island,70
Vermont,134
Middle_Atlantic,6130
New_Jersey,1520
New_York,2924
Pennsylvania,1686
Midwest,9929
East_North_Central_D,6359
Illinois,1229
Indiana,1279
Michigan,1611
Ohio,1506
Wisconsin,734
West_North_Central_D,3570
Iowa,248
Kansas,366
Minnesota,1558
Missouri,838
Nebraska,404
North_Dakota,32
South_Dakota,124
South,51405
South_Atlantic,28721
Delaware,534
District_of_Columbia,954
Florida,11099
Georgia,4422
Maryland,930
North_Carolina,5092
South_Carolina,2815
Virginia,2610
West_Virginia,265
East_South_Central_D,4771
Alabama,1089
Kentucky,770
Mississippi,410
Tennessee,2502
West_South_Central_D,17913
Arkansas,954
Louisiana,1347
Oklahoma,1101
Texas,14511
West,20359
Mountain,9969
Arizona,2897
Colorado,2676
Idaho,789
Montana,134
Nevada,1335
New_Mexico,444
Utah,1570
Wyoming,124
Pacific,10390
Alaska,88
California,6228
Hawaii,246
Oregon,1544
Washington,2284
