Location,Total
United_States,129283
Northeast,12052
New_England,3543
Connecticut,684
Maine,543
Massachusetts,1488
New_Hampshire,389
Rhode_Island,223
Vermont,216
Middle_Atlantic,8509
New_Jersey,1953
New_York,2953
Pennsylvania,3603
Midwest,29321
East_North_Central,20630
Illinois,4626
Indiana,3409
Michigan,4812
Ohio,4489
Wisconsin,3294
West_North_Central,8691
Iowa,1029
Kansas,885
Minnesota,2930
Missouri,2256
Nebraska,805
North_Dakota,343
South_Dakota,443
South,53441
South_Atlantic,33919
Delaware,361
Dist._of_Columbia,0
Florida,11208
Georgia,8097
Maryland,2168
North_Carolina,5657
South_Carolina,2257
Virginia,3798
West_Virginia,373
East_South_Central,7209
Alabama,1821
Kentucky,1447
Mississippi,800
Tennessee,3141
West_South_Central,12313
Arkansas,773
Louisiana,1457
Oklahoma,1187
Texas,8896
West,34469
Mountain,16856
Arizona,4832
Colorado,4042
Idaho,1181
Montana,286
Nevada,2910
New_Mexico,1077
Utah,2355
Wyoming,173
Pacific,17613
Alaska,230
California,8189
Hawaii,736
Oregon,3718
Washington,4740
