Location,Total
United_States,79113
Northeast,6547
New_England,1991
Connecticut,466
Maine,123
Massachusetts,933
New_Hampshire,227
Rhode_Island,141
Vermont,101
Middle_Atlantic,4556
New_Jersey,1194
New_York,1407
Pennsylvania,1955
Midwest,12275
East_North_Central,8674
Illinois,1938
Indiana,1318
Michigan,2047
Ohio,2154
Wisconsin,1217
West_North_Central,3601
Iowa,214
Kansas,730
Minnesota,786
Missouri,1152
Nebraska,504
North_Dakota,17
South_Dakota,198
South,41492
South_Atlantic,26048
Delaware,403
Dist._of_Columbia,14
Florida,9940
Georgia,5567
Maryland,1624
North_Carolina,3954
South_Carolina,1700
Virginia,2632
West_Virginia,214
East_South_Central,5807
Alabama,1429
Kentucky,1036
Mississippi,873
Tennessee,2469
West_South_Central,9637
Arkansas,611
Louisiana,848
Oklahoma,797
Texas,7381
West,18799
Mountain,10050
Arizona,3113
Colorado,2564
Idaho,354
Montana,89
Nevada,2128
New_Mexico,599
Utah,1143
Wyoming,60
Pacific,8749
Alaska,73
California,4504
Hawaii,556
Oregon,1262
Washington,2354
