Location,Total
United_States,97717
Northeast,7967
New_England,2348
Connecticut,576
Maine,280
Massachusetts,1021
New_Hampshire,252
Rhode_Island,94
Vermont,125
Middle_Atlantic,5619
New_Jersey,2099
New_York,1871
Pennsylvania,1649
Midwest,15400
East_North_Central,8751
Illinois,2386
Indiana,1569
Michigan,1691
Ohio,1833
Wisconsin,1272
West_North_Central,6649
Iowa,1155
Kansas,784
Minnesota,1357
Missouri,1968
Nebraska,650
North_Dakota,362
South_Dakota,373
South,50798
South_Atlantic,26670
Delaware,489
District_of_Columbia,617
Florida,9292
Georgia,4439
Maryland,1359
North_Carolina,4663
South_Carolina,2751
Virginia,2812
West_Virginia,248
East_South_Central,6848
Alabama,1261
Kentucky,1159
Mississippi,596
Tennessee,3832
West_South_Central,17280
Arkansas,646
Louisiana,1286
Oklahoma,972
Texas,14376
West,23552
Mountain,10106
Arizona,2553
Colorado,2742
Idaho,917
Montana,252
Nevada,1310
New_Mexico,381
Utah,1813
Wyoming,138
Pacific,13446
Alaska,125
California,7634
Hawaii,207
Oregon,1851
Washington,3629
