Location,Total
United_States,114920
Northeast,10243
New_England,2205
Connecticut,478
Maine,360
Massachusetts,869
New_Hampshire,252
Rhode_Island,137
Vermont,109
Middle_Atlantic,8038
New_Jersey,3424
New_York,2873
Pennsylvania,1741
Midwest,16274
East_North_Central_D,9411
Illinois,1419
Indiana,1790
Michigan,2202
Ohio,2339
Wisconsin,1661
West_North_Central_D,6863
Iowa,1037
Kansas,699
Minnesota,1880
Missouri,1339
Nebraska,912
North_Dakota,570
South_Dakota,426
South,59209
South_Atlantic,32902
Delaware,537
District_of_Columbia,369
Florida,15067
Georgia,4420
Maryland,1445
North_Carolina,5589
South_Carolina,2816
Virginia,2403
West_Virginia,256
East_South_Central_D,6503
Alabama,1423
Kentucky,1158
Mississippi,593
Tennessee,3329
West_South_Central_D,19804
Arkansas,906
Louisiana,1436
Oklahoma,1010
Texas,16452
West,29194
Mountain,12577
Arizona,3302
Colorado,3299
Idaho,1194
Montana,371
Nevada,1378
New_Mexico,362
Utah,2508
Wyoming,163
Pacific,16617
Alaska,193
California,9920
Hawaii,370
Oregon,2013
Washington,4121
