Location,Total
United_States,120083
Northeast,11282
New_England,3256
Connecticut,945
Maine,219
Massachusetts,1323
New_Hampshire,364
Rhode_Island,202
Vermont,203
Middle_Atlantic,8026
New_Jersey,2037
New_York,2463
Pennsylvania,3526
Midwest,24077
East_North_Central,16778
Illinois,4451
Indiana,2959
Michigan,3426
Ohio,3677
Wisconsin,2265
West_North_Central,7299
Iowa,1185
Kansas,914
Minnesota,1948
Missouri,2240
Nebraska,705
North_Dakota,102
South_Dakota,205
South,55894
South_Atlantic,34459
Delaware,495
Dist._of_Columbia,0
Florida,12207
Georgia,6919
Maryland,2072
North_Carolina,5969
South_Carolina,2695
Virginia,3738
West_Virginia,364
East_South_Central,7982
Alabama,1927
Kentucky,1602
Mississippi,1033
Tennessee,3420
West_South_Central,13453
Arkansas,747
Louisiana,1396
Oklahoma,1254
Texas,10056
West,28830
Mountain,13441
Arizona,4012
Colorado,3810
Idaho,823
Montana,178
Nevada,2399
New_Mexico,757
Utah,1369
Wyoming,93
Pacific,15389
Alaska,214
California,8345
Hawaii,240
Oregon,3052
Washington,3538
