Location,Total
United_States,49872
Northeast,4928
New_England,1249
Connecticut,234
Maine,214
Massachusetts,455
New_Hampshire,139
Rhode_Island,64
Vermont,143
Middle_Atlantic,3679
New_Jersey,959
New_York,1495
Pennsylvania,1225
Midwest,8967
East_North_Central,4875
Illinois,836
Indiana,971
Michigan,758
Ohio,1107
Wisconsin,1203
West_North_Central,4092
Iowa,1101
Kansas,359
Minnesota,747
Missouri,849
Nebraska,453
North_Dakota,316
South_Dakota,267
South,24762
South_Atlantic,11436
Delaware,244
District_of_Columbia,30
Florida,3214
Georgia,1361
Maryland,769
North_Carolina,2681
South_Carolina,1490
Virginia,1516
West_Virginia,131
East_South_Central,2664
Alabama,686
Kentucky,593
Mississippi,307
Tennessee,1078
West_South_Central,10662
Arkansas,329
Louisiana,1154
Oklahoma,995
Texas,8184
West,11215
Mountain,4078
Arizona,1007
Colorado,1078
Idaho,323
Montana,114
Nevada,436
New_Mexico,369
Utah,599
Wyoming,152
Pacific,7137
Alaska,153
California,3691
Hawaii,331
Oregon,707
Washington,2255
