Location,Total
United_States,71383
Northeast,7287
New_England,1836
Connecticut,456
Maine,290
Massachusetts,670
New_Hampshire,190
Rhode_Island,73
Vermont,157
Middle_Atlantic,5451
New_Jersey,1596
New_York,2181
Pennsylvania,1674
Midwest,12917
East_North_Central,6459
Illinois,1478
Indiana,1175
Michigan,1117
Ohio,1416
Wisconsin,1273
West_North_Central,6458
Iowa,1037
Kansas,617
Minnesota,1942
Missouri,1011
Nebraska,692
North_Dakota,600
South_Dakota,559
South,35206
South_Atlantic,18689
Delaware,340
District_of_Columbia,391
Florida,8063
Georgia,2089
Maryland,1226
North_Carolina,2990
South_Carolina,1582
Virginia,1915
West_Virginia,93
East_South_Central,3550
Alabama,767
Kentucky,1014
Mississippi,332
Tennessee,1437
West_South_Central,12967
Arkansas,964
Louisiana,1123
Oklahoma,1253
Texas,9627
West,15973
Mountain,6558
Arizona,1626
Colorado,1516
Idaho,542
Montana,291
Nevada,854
New_Mexico,574
Utah,965
Wyoming,190
Pacific,9415
Alaska,130
California,5340
Hawaii,228
Oregon,1135
Washington,2582
