Location,Total
United_States,138031
Northeast,11708
New_England,3652
Connecticut,840
Maine,319
Massachusetts,1620
New_Hampshire,464
Rhode_Island,240
Vermont,169
Middle_Atlantic,8056
New_Jersey,2099
New_York,2641
Pennsylvania,3316
Midwest,25741
East_North_Central,18480
Illinois,3885
Indiana,3640
Michigan,4493
Ohio,3958
Wisconsin,2504
West_North_Central,7261
Iowa,944
Kansas,1003
Minnesota,1994
Missouri,2330
Nebraska,616
North_Dakota,188
South_Dakota,186
South,67521
South_Atlantic,39107
Delaware,425
Dist._of_Columbia,7
Florida,12284
Georgia,8308
Maryland,2429
North_Carolina,7952
South_Carolina,2775
Virginia,4568
West_Virginia,359
East_South_Central,8506
Alabama,1910
Kentucky,2222
Mississippi,938
Tennessee,3436
West_South_Central,19908
Arkansas,1093
Louisiana,1586
Oklahoma,1389
Texas,15840
West,33061
Mountain,16624
Arizona,5160
Colorado,3940
Idaho,1162
Montana,223
Nevada,3650
New_Mexico,586
Utah,1774
Wyoming,129
Pacific,16437
Alaska,191
California,10024
Hawaii,272
Oregon,2154
Washington,3796
