Location,Total
United_States,146983
Northeast,14083
New_England,3999
Connecticut,921
Maine,431
Massachusetts,1727
New_Hampshire,501
Rhode_Island,225
Vermont,194
Middle_Atlantic,10084
New_Jersey,2557
New_York,3582
Pennsylvania,3945
Midwest,32172
East_North_Central,22316
Illinois,4680
Indiana,3964
Michigan,5127
Ohio,5200
Wisconsin,3345
West_North_Central,9856
Iowa,1424
Kansas,1047
Minnesota,3210
Missouri,2587
Nebraska,954
North_Dakota,136
South_Dakota,498
South,64767
South_Atlantic,41061
Delaware,474
Dist._of_Columbia,39
Florida,12627
Georgia,8784
Maryland,2765
North_Carolina,7762
South_Carolina,3215
Virginia,5046
West_Virginia,349
East_South_Central,8157
Alabama,1875
Kentucky,1809
Mississippi,806
Tennessee,3667
West_South_Central,15549
Arkansas,821
Louisiana,1540
Oklahoma,1049
Texas,12139
West,35961
Mountain,17465
Arizona,6577
Colorado,4581
Idaho,952
Montana,308
Nevada,2459
New_Mexico,878
Utah,1535
Wyoming,175
Pacific,18496
Alaska,150
California,12697
Hawaii,442
Oregon,1810
Washington,3397
