Location,Total
United_States,147421
Northeast,14900
New_England,4254
Connecticut,1059
Maine,474
Massachusetts,1583
New_Hampshire,598
Rhode_Island,345
Vermont,195
Middle_Atlantic,10646
New_Jersey,3066
New_York,4178
Pennsylvania,3402
Midwest,32237
East_North_Central,22294
Illinois,5250
Indiana,3629
Michigan,5182
Ohio,4677
Wisconsin,3556
West_North_Central,9943
Iowa,1351
Kansas,1251
Minnesota,3423
Missouri,2099
Nebraska,1021
North_Dakota,380
South_Dakota,418
South,66723
South_Atlantic,42074
Delaware,399
Dist._of_Columbia,35
Florida,15342
Georgia,8053
Maryland,2542
North_Carolina,7340
South_Carolina,3350
Virginia,4427
West_Virginia,586
East_South_Central,7927
Alabama,1643
Kentucky,2111
Mississippi,1139
Tennessee,3034
West_South_Central,16722
Arkansas,1575
Louisiana,1379
Oklahoma,1396
Texas,12372
West,33561
Mountain,15546
Arizona,4930
Colorado,4219
Idaho,956
Montana,149
Nevada,2648
New_Mexico,823
Utah,1646
Wyoming,175
Pacific,18015
Alaska,205
California,11729
Hawaii,412
Oregon,2018
Washington,3651
