Location,Total
United_States,133142
Northeast,12292
New_England,3867
Connecticut,713
Maine,437
Massachusetts,1556
New_Hampshire,458
Rhode_Island,534
Vermont,169
Middle_Atlantic,8425
New_Jersey,2378
New_York,2914
Pennsylvania,3133
Midwest,30040
East_North_Central,21150
Illinois,4978
Indiana,3853
Michigan,4484
Ohio,4755
Wisconsin,3080
West_North_Central,8890
Iowa,1029
Kansas,1447
Minnesota,2921
Missouri,2247
Nebraska,638
North_Dakota,223
South_Dakota,385
South,60593
South_Atlantic,36824
Delaware,439
Dist._of_Columbia,41
Florida,13700
Georgia,7030
Maryland,2283
North_Carolina,5884
South_Carolina,2749
Virginia,4435
West_Virginia,263
East_South_Central,8631
Alabama,1946
Kentucky,1886
Mississippi,926
Tennessee,3873
West_South_Central,15138
Arkansas,1002
Louisiana,1095
Oklahoma,1081
Texas,11960
West,30217
Mountain,13138
Arizona,4114
Colorado,3925
Idaho,932
Montana,164
Nevada,1830
New_Mexico,565
Utah,1452
Wyoming,156
Pacific,17079
Alaska,128
California,10725
Hawaii,324
Oregon,1865
Washington,4037
