Location,Total
United_States,100607
Northeast,9703
New_England,2674
Connecticut,570
Maine,229
Massachusetts,1107
New_Hampshire,434
Rhode_Island,225
Vermont,109
Middle_Atlantic,7029
New_Jersey,2021
New_York,2937
Pennsylvania,2071
Midwest,15115
East_North_Central,10751
Illinois,2463
Indiana,1684
Michigan,2663
Ohio,2518
Wisconsin,1423
West_North_Central,4364
Iowa,446
Kansas,468
Minnesota,1825
Missouri,1001
Nebraska,388
North_Dakota,71
South_Dakota,165
South,46016
South_Atlantic,30876
Delaware,366
Dist._of_Columbia,55
Florida,11556
Georgia,6685
Maryland,2202
North_Carolina,4635
South_Carolina,2216
Virginia,2982
West_Virginia,179
East_South_Central,4885
Alabama,1141
Kentucky,988
Mississippi,767
Tennessee,1989
West_South_Central,10255
Arkansas,431
Louisiana,944
Oklahoma,433
Texas,8447
West,29773
Mountain,12401
Arizona,3475
Colorado,4294
Idaho,497
Montana,183
Nevada,2332
New_Mexico,539
Utah,1025
Wyoming,56
Pacific,17372
Alaska,87
California,12312
Hawaii,318
Oregon,1350
Washington,3305
