Location,Total
United_States,112499
Northeast,10820
New_England,3306
Connecticut,398
Maine,315
Massachusetts,2009
New_Hampshire,239
Rhode_Island,105
Vermont,240
Middle_Atlantic,7514
New_Jersey,1685
New_York,3310
Pennsylvania,2519
Midwest,15853
East_North_Central_D,8577
Illinois,1667
Indiana,1478
Michigan,2167
Ohio,1757
Wisconsin,1508
West_North_Central_D,7276
Iowa,1378
Kansas,612
Minnesota,2441
Missouri,1404
Nebraska,837
North_Dakota,138
South_Dakota,466
South,57175
South_Atlantic,30345
Delaware,626
District_of_Columbia,277
Florida,9590
Georgia,5152
Maryland,1710
North_Carolina,6641
South_Carolina,2975
Virginia,3072
West_Virginia,302
East_South_Central_D,7030
Alabama,1393
Kentucky,1051
Mississippi,667
Tennessee,3919
West_South_Central_D,19800
Arkansas,785
Louisiana,1483
Oklahoma,982
Texas,16550
West,28651
Mountain,13151
Arizona,3595
Colorado,3471
Idaho,1027
Montana,511
Nevada,1437
New_Mexico,396
Utah,2554
Wyoming,160
Pacific,15500
Alaska,105
California,10161
Hawaii,303
Oregon,1541
Washington,3390
