Location,Total
United_States,134497
Northeast,13572
New_England,3696
Connecticut,770
Maine,507
Massachusetts,1379
New_Hampshire,655
Rhode_Island,196
Vermont,189
Middle_Atlantic,9876
New_Jersey,2729
New_York,3534
Pennsylvania,3613
Midwest,31503
East_North_Central,21552
Illinois,4608
Indiana,3335
Michigan,4642
Ohio,5290
Wisconsin,3677
West_North_Central,9951
Iowa,949
Kansas,1592
Minnesota,3418
Missouri,2491
Nebraska,935
North_Dakota,161
South_Dakota,405
South,57342
South_Atlantic,35448
Delaware,539
Dist._of_Columbia,86
Florida,12429
Georgia,6897
Maryland,2282
North_Carolina,6271
South_Carolina,2412
Virginia,4198
West_Virginia,334
East_South_Central,6987
Alabama,1706
Kentucky,1388
Mississippi,928
Tennessee,2965
West_South_Central,14907
Arkansas,1111
Louisiana,1091
Oklahoma,675
Texas,12030
West,32080
Mountain,15463
Arizona,4592
Colorado,4730
Idaho,836
Montana,191
Nevada,2842
New_Mexico,623
Utah,1508
Wyoming,141
Pacific,16617
Alaska,201
California,11344
Hawaii,339
Oregon,1507
Washington,3226
