Location,Total
United_States,96833
Northeast,16716
New_England,2659
Connecticut,509
Maine,272
Massachusetts,1407
New_Hampshire,243
Rhode_Island,76
Vermont,152
Middle_Atlantic,14057
New_Jersey,3026
New_York,9181
Pennsylvania,1850
Midwest,11008
East_North_Central,6350
Illinois,1287
Indiana,1353
Michigan,1347
Ohio,1410
Wisconsin,953
West_North_Central,4658
Iowa,630
Kansas,481
Minnesota,781
Missouri,1883
Nebraska,618
North_Dakota,94
South_Dakota,171
South,46914
South_Atlantic,24343
Delaware,475
District_of_Columbia,71
Florida,10545
Georgia,3247
Maryland,1101
North_Carolina,4364
South_Carolina,2143
Virginia,2235
West_Virginia,162
East_South_Central,5216
Alabama,1249
Kentucky,754
Mississippi,507
Tennessee,2706
West_South_Central,17355
Arkansas,493
Louisiana,1297
Oklahoma,1050
Texas,14515
West,22195
Mountain,9353
Arizona,2727
Colorado,2979
Idaho,508
Montana,422
Nevada,1066
New_Mexico,368
Utah,1167
Wyoming,116
Pacific,12842
Alaska,95
California,8114
Hawaii,680
Oregon,1352
Washington,2601
