Location,Total
United_States,100999
Northeast,9450
New_England,2177
Connecticut,354
Maine,335
Massachusetts,1023
New_Hampshire,232
Rhode_Island,80
Vermont,153
Middle_Atlantic,7273
New_Jersey,2058
New_York,3575
Pennsylvania,1640
Midwest,13880
East_North_Central_D,8437
Illinois,2494
Indiana,1552
Michigan,1353
Ohio,1870
Wisconsin,1168
West_North_Central_D,5443
Iowa,759
Kansas,499
Minnesota,1787
Missouri,1357
Nebraska,740
North_Dakota,111
South_Dakota,190
South,52198
South_Atlantic,29365
Delaware,548
District_of_Columbia,662
Florida,12159
Georgia,4924
Maryland,1477
North_Carolina,4571
South_Carolina,2718
Virginia,2073
West_Virginia,233
East_South_Central_D,5078
Alabama,1111
Kentucky,792
Mississippi,496
Tennessee,2679
West_South_Central_D,17755
Arkansas,759
Louisiana,983
Oklahoma,748
Texas,15265
West,25471
Mountain,11589
Arizona,2563
Colorado,3649
Idaho,1138
Montana,240
Nevada,1632
New_Mexico,324
Utah,1910
Wyoming,133
Pacific,13882
Alaska,106
California,7741
Hawaii,270
Oregon,1824
Washington,3941
