Location,Total
United_States,49939
Northeast,5562
New_England,1608
Connecticut,253
Maine,127
Massachusetts,894
New_Hampshire,136
Rhode_Island,56
Vermont,142
Middle_Atlantic,3954
New_Jersey,1282
New_York,1577
Pennsylvania,1095
Midwest,7046
East_North_Central,4490
Illinois,1056
Indiana,946
Michigan,579
Ohio,1360
Wisconsin,549
West_North_Central,2556
Iowa,504
Kansas,255
Minnesota,742
Missouri,442
Nebraska,306
North_Dakota,230
South_Dakota,77
South,25842
South_Atlantic,13017
Delaware,242
District_of_Columbia,427
Florida,3961
Georgia,1142
Maryland,1555
North_Carolina,2417
South_Carolina,1520
Virginia,1544
West_Virginia,209
East_South_Central,2975
Alabama,854
Kentucky,428
Mississippi,247
Tennessee,1446
West_South_Central,9850
Arkansas,243
Louisiana,900
Oklahoma,592
Texas,8115
West,11489
Mountain,4035
Arizona,1025
Colorado,1090
Idaho,235
Montana,116
Nevada,505
New_Mexico,261
Utah,739
Wyoming,64
Pacific,7454
Alaska,27
California,4970
Hawaii,229
Oregon,668
Washington,1560
