Location,Total
United_States,115107
Northeast,9142
New_England,2287
Connecticut,510
Maine,234
Massachusetts,990
New_Hampshire,290
Rhode_Island,164
Vermont,99
Middle_Atlantic,6855
New_Jersey,1716
New_York,2690
Pennsylvania,2449
Midwest,20415
East_North_Central,13372
Illinois,3472
Indiana,2127
Michigan,2780
Ohio,3116
Wisconsin,1877
West_North_Central,7043
Iowa,719
Kansas,1499
Minnesota,2026
Missouri,1657
Nebraska,853
North_Dakota,35
South_Dakota,254
South,56450
South_Atlantic,34798
Delaware,407
Dist._of_Columbia,9
Florida,11147
Georgia,7818
Maryland,1891
North_Carolina,6852
South_Carolina,2542
Virginia,3890
West_Virginia,242
East_South_Central,7114
Alabama,1529
Kentucky,1602
Mississippi,951
Tennessee,3032
West_South_Central,14538
Arkansas,1086
Louisiana,1247
Oklahoma,1292
Texas,10913
West,29100
Mountain,14319
Arizona,5310
Colorado,3658
Idaho,638
Montana,147
Nevada,2528
New_Mexico,756
Utah,1192
Wyoming,90
Pacific,14781
Alaska,84
California,9707
Hawaii,196
Oregon,1523
Washington,3271
