Location,Total
United_States,51336
Northeast,5884
New_England,1482
Connecticut,227
Maine,305
Massachusetts,549
New_Hampshire,205
Rhode_Island,85
Vermont,111
Middle_Atlantic,4402
New_Jersey,1109
New_York,1447
Pennsylvania,1846
Midwest,9909
East_North_Central,5732
Illinois,1311
Indiana,1154
Michigan,789
Ohio,1225
Wisconsin,1253
West_North_Central,4177
Iowa,894
Kansas,416
Minnesota,974
Missouri,784
Nebraska,398
North_Dakota,396
South_Dakota,315
South,24932
South_Atlantic,12326
Delaware,336
District_of_Columbia,120
Florida,3040
Georgia,1607
Maryland,803
North_Carolina,3375
South_Carolina,1382
Virginia,1468
West_Virginia,195
East_South_Central,3194
Alabama,860
Kentucky,510
Mississippi,596
Tennessee,1228
West_South_Central,9412
Arkansas,458
Louisiana,1069
Oklahoma,578
Texas,7307
West,10611
Mountain,5367
Arizona,1180
Colorado,910
Idaho,489
Montana,175
Nevada,727
New_Mexico,379
Utah,1361
Wyoming,146
Pacific,5244
Alaska,93
California,2689
Hawaii,255
Oregon,531
Washington,1676
