Location,Total
United_States,94689
Northeast,9659
New_England,2085
Connecticut,336
Maine,250
Massachusetts,1033
New_Hampshire,274
Rhode_Island,76
Vermont,116
Middle_Atlantic,7574
New_Jersey,1960
New_York,3226
Pennsylvania,2388
Midwest,15518
East_North_Central,8086
Illinois,2417
Indiana,1547
Michigan,1243
Ohio,1653
Wisconsin,1226
West_North_Central,7432
Iowa,1496
Kansas,544
Minnesota,1082
Missouri,1621
Nebraska,837
North_Dakota,1107
South_Dakota,745
South,46351
South_Atlantic,21003
Delaware,382
District_of_Columbia,95
Florida,7217
Georgia,2751
Maryland,1290
North_Carolina,4433
South_Carolina,2376
Virginia,2268
West_Virginia,191
East_South_Central,4642
Alabama,943
Kentucky,803
Mississippi,451
Tennessee,2445
West_South_Central,20706
Arkansas,567
Louisiana,1241
Oklahoma,1173
Texas,17725
West,23161
Mountain,9301
Arizona,2687
Colorado,2480
Idaho,806
Montana,268
Nevada,1194
New_Mexico,336
Utah,1267
Wyoming,263
Pacific,13860
Alaska,132
California,8623
Hawaii,256
Oregon,1529
Washington,3320
