Location,Total
United_States,77745
Northeast,7744
New_England,2501
Connecticut,611
Maine,258
Massachusetts,1076
New_Hampshire,383
Rhode_Island,95
Vermont,78
Middle_Atlantic,5243
New_Jersey,1332
New_York,2373
Pennsylvania,1538
Midwest,12579
East_North_Central,6930
Illinois,1481
Indiana,1320
Michigan,1199
Ohio,1565
Wisconsin,1365
West_North_Central,5649
Iowa,1156
Kansas,567
Minnesota,1201
Missouri,1166
Nebraska,528
North_Dakota,685
South_Dakota,346
South,39050
South_Atlantic,18036
Delaware,329
District_of_Columbia,512
Florida,6135
Georgia,1946
Maryland,1296
North_Carolina,3874
South_Carolina,1561
Virginia,2241
West_Virginia,142
East_South_Central,4313
Alabama,1173
Kentucky,857
Mississippi,516
Tennessee,1767
West_South_Central,16701
Arkansas,912
Louisiana,1147
Oklahoma,960
Texas,13682
West,18372
Mountain,8926
Arizona,2199
Colorado,2703
Idaho,765
Montana,559
Nevada,701
New_Mexico,432
Utah,1235
Wyoming,332
Pacific,9446
Alaska,84
California,5067
Hawaii,179
Oregon,1152
Washington,2964
