Location,Total
United_States,108093
Northeast,29671
New_England,4119
Connecticut,767
Maine,547
Massachusetts,2075
New_Hampshire,391
Rhode_Island,140
Vermont,199
Middle_Atlantic,25552
New_Jersey,3180
New_York,20015
Pennsylvania,2357
Midwest,14364
East_North_Central,9269
Illinois,1960
Indiana,2142
Michigan,1313
Ohio,2366
Wisconsin,1488
West_North_Central,5095
Iowa,729
Kansas,503
Minnesota,1271
Missouri,1182
Nebraska,703
North_Dakota,185
South_Dakota,522
South,41579
South_Atlantic,23031
Delaware,307
District_of_Columbia,8
Florida,6562
Georgia,3369
Maryland,1654
North_Carolina,5530
South_Carolina,2602
Virginia,2699
West_Virginia,300
East_South_Central,4968
Alabama,1390
Kentucky,933
Mississippi,841
Tennessee,1804
West_South_Central,13580
Arkansas,862
Louisiana,1209
Oklahoma,829
Texas,10680
West,22479
Mountain,10784
Arizona,2969
Colorado,1916
Idaho,1002
Montana,252
Nevada,2594
New_Mexico,669
Utah,1052
Wyoming,330
Pacific,11695
Alaska,109
California,6712
Hawaii,516
Oregon,1289
Washington,3069
