Location,Total
United_States,146766
Northeast,14873
New_England,4877
Connecticut,1373
Maine,683
Massachusetts,1755
New_Hampshire,606
Rhode_Island,260
Vermont,200
Middle_Atlantic,9996
New_Jersey,2599
New_York,3744
Pennsylvania,3653
Midwest,29616
East_North_Central,20083
Illinois,4228
Indiana,3241
Michigan,5031
Ohio,4848
Wisconsin,2735
West_North_Central,9533
Iowa,1218
Kansas,1437
Minnesota,3305
Missouri,2187
Nebraska,772
North_Dakota,308
South_Dakota,306
South,65306
South_Atlantic,40080
Delaware,502
Dist._of_Columbia,154
Florida,13653
Georgia,7429
Maryland,2932
North_Carolina,6887
South_Carolina,3544
Virginia,4624
West_Virginia,355
East_South_Central,7998
Alabama,1592
Kentucky,1952
Mississippi,1085
Tennessee,3369
West_South_Central,17228
Arkansas,813
Louisiana,1321
Oklahoma,1065
Texas,14029
West,36971
Mountain,17409
Arizona,6020
Colorado,5321
Idaho,1078
Montana,186
Nevada,2053
New_Mexico,1018
Utah,1537
Wyoming,196
Pacific,19562
Alaska,327
California,11281
Hawaii,262
Oregon,3064
Washington,4628
