Location,Total
United_States,121600
Northeast,10849
New_England,3339
Connecticut,706
Maine,417
Massachusetts,1390
New_Hampshire,390
Rhode_Island,229
Vermont,207
Middle_Atlantic,7510
New_Jersey,2141
New_York,2400
Pennsylvania,2969
Midwest,27459
East_North_Central,19148
Illinois,4920
Indiana,3257
Michigan,4093
Ohio,3945
Wisconsin,2933
West_North_Central,8311
Iowa,886
Kansas,1268
Minnesota,2526
Missouri,1948
Nebraska,895
North_Dakota,447
South_Dakota,341
South,54175
South_Atlantic,33359
Delaware,399
Dist._of_Columbia,7
Florida,13539
Georgia,6791
Maryland,1970
North_Carolina,4745
South_Carolina,1755
Virginia,3760
West_Virginia,393
East_South_Central,6890
Alabama,1219
Kentucky,1586
Mississippi,861
Tennessee,3224
West_South_Central,13926
Arkansas,981
Louisiana,1528
Oklahoma,786
Texas,10631
West,29117
Mountain,15604
Arizona,4838
Colorado,3074
Idaho,1133
Montana,216
Nevada,3509
New_Mexico,888
Utah,1807
Wyoming,139
Pacific,13513
Alaska,253
California,6801
Hawaii,894
Oregon,2756
Washington,2809
