Location,Total
United_States,54687
Northeast,5808
New_England,1692
Connecticut,473
Maine,356
Massachusetts,524
New_Hampshire,188
Rhode_Island,66
Vermont,85
Middle_Atlantic,4116
New_Jersey,763
New_York,1610
Pennsylvania,1743
Midwest,10699
East_North_Central,6134
Illinois,1342
Indiana,1510
Michigan,783
Ohio,1352
Wisconsin,1147
West_North_Central,4565
Iowa,764
Kansas,448
Minnesota,998
Missouri,881
Nebraska,581
North_Dakota,567
South_Dakota,326
South,26179
South_Atlantic,12313
Delaware,477
District_of_Columbia,25
Florida,3026
Georgia,1414
Maryland,840
North_Carolina,2660
South_Carolina,1389
Virginia,2125
West_Virginia,357
East_South_Central,3899
Alabama,1394
Kentucky,696
Mississippi,552
Tennessee,1257
West_South_Central,9967
Arkansas,494
Louisiana,1062
Oklahoma,690
Texas,7721
West,12001
Mountain,6541
Arizona,2029
Colorado,1217
Idaho,677
Montana,288
Nevada,593
New_Mexico,501
Utah,1051
Wyoming,185
Pacific,5460
Alaska,91
California,3008
Hawaii,200
Oregon,705
Washington,1456
