Location,Total
United_States,150447
Northeast,14473
New_England,4129
Connecticut,774
Maine,602
Massachusetts,1580
New_Hampshire,694
Rhode_Island,217
Vermont,262
Middle_Atlantic,10344
New_Jersey,2425
New_York,4181
Pennsylvania,3738
Midwest,31701
East_North_Central,21089
Illinois,4548
Indiana,3720
Michigan,4877
Ohio,4481
Wisconsin,3463
West_North_Central,10612
Iowa,1134
Kansas,1025
Minnesota,3397
Missouri,3480
Nebraska,734
North_Dakota,510
South_Dakota,332
South,67662
South_Atlantic,41851
Delaware,566
Dist._of_Columbia,123
Florida,16602
Georgia,7021
Maryland,2224
North_Carolina,6997
South_Carolina,2830
Virginia,5041
West_Virginia,447
East_South_Central,7451
Alabama,1971
Kentucky,1779
Mississippi,770
Tennessee,2931
West_South_Central,18360
Arkansas,1052
Louisiana,1724
Oklahoma,1298
Texas,14286
West,36611
Mountain,16829
Arizona,5631
Colorado,4048
Idaho,1130
Montana,473
Nevada,2481
New_Mexico,1016
Utah,1894
Wyoming,156
Pacific,19782
Alaska,272
California,13595
Hawaii,541
Oregon,1796
Washington,3578
