Location,Total
United_States,125034
Northeast,13507
New_England,3751
Connecticut,383
Maine,429
Massachusetts,2238
New_Hampshire,377
Rhode_Island,152
Vermont,172
Middle_Atlantic,9756
New_Jersey,2353
New_York,4844
Pennsylvania,2559
Midwest,21594
East_North_Central_D,12863
Illinois,2998
Indiana,2537
Michigan,2148
Ohio,3147
Wisconsin,2033
West_North_Central_D,8731
Iowa,1279
Kansas,1001
Minnesota,2908
Missouri,1587
Nebraska,781
North_Dakota,571
South_Dakota,604
South,58412
South_Atlantic,31415
Delaware,677
District_of_Columbia,112
Florida,11192
Georgia,5600
Maryland,1391
North_Carolina,6649
South_Carolina,3072
Virginia,2432
West_Virginia,290
East_South_Central_D,6943
Alabama,1546
Kentucky,1055
Mississippi,677
Tennessee,3665
West_South_Central_D,20054
Arkansas,792
Louisiana,1655
Oklahoma,1081
Texas,16526
West,31521
Mountain,14164
Arizona,3621
Colorado,3675
Idaho,1311
Montana,380
Nevada,2080
New_Mexico,417
Utah,2486
Wyoming,194
Pacific,17357
Alaska,186
California,12089
Hawaii,348
Oregon,1416
Washington,3318
