Location,Total
United_States,77539
Northeast,5190
New_England,1102
Connecticut,125
Maine,59
Massachusetts,645
New_Hampshire,124
Rhode_Island,17
Vermont,132
Middle_Atlantic,4088
New_Jersey,1177
New_York,1560
Pennsylvania,1351
Midwest,7889
East_North_Central,4449
Illinois,1589
Indiana,736
Michigan,603
Ohio,757
Wisconsin,764
West_North_Central,3440
Iowa,455
Kansas,599
Minnesota,775
Missouri,830
Nebraska,421
North_Dakota,145
South_Dakota,215
South,43867
South_Atlantic,22183
Delaware,369
District_of_Columbia,344
Florida,9072
Georgia,3132
Maryland,916
North_Carolina,4164
South_Carolina,2536
Virginia,1443
West_Virginia,207
East_South_Central,4164
Alabama,1263
Kentucky,631
Mississippi,424
Tennessee,1846
West_South_Central,17520
Arkansas,730
Louisiana,1731
Oklahoma,984
Texas,14075
West,20593
Mountain,7741
Arizona,2144
Colorado,1911
Idaho,620
Montana,256
Nevada,1485
New_Mexico,259
Utah,968
Wyoming,98
Pacific,12852
Alaska,61
California,7199
Hawaii,504
Oregon,1319
Washington,3769
