Location,Total
United_States,52414
Northeast,5762
New_England,1580
Connecticut,235
Maine,221
Massachusetts,679
New_Hampshire,229
Rhode_Island,69
Vermont,147
Middle_Atlantic,4182
New_Jersey,877
New_York,1515
Pennsylvania,1790
Midwest,9421
East_North_Central,5318
Illinois,1006
Indiana,1168
Michigan,822
Ohio,1170
Wisconsin,1152
West_North_Central,4103
Iowa,593
Kansas,633
Minnesota,813
Missouri,776
Nebraska,491
North_Dakota,414
South_Dakota,383
South,26796
South_Atlantic,12607
Delaware,294
District_of_Columbia,18
Florida,2802
Georgia,1809
Maryland,769
North_Carolina,3325
South_Carolina,1594
Virginia,1813
West_Virginia,183
East_South_Central,3929
Alabama,1215
Kentucky,983
Mississippi,451
Tennessee,1280
West_South_Central,10260
Arkansas,533
Louisiana,1162
Oklahoma,863
Texas,7702
West,10435
Mountain,5116
Arizona,1206
Colorado,762
Idaho,623
Montana,151
Nevada,834
New_Mexico,414
Utah,802
Wyoming,324
Pacific,5319
Alaska,94
California,2730
Hawaii,235
Oregon,580
Washington,1680
