Location,Total
United_States,132456
Northeast,13333
New_England,4205
Connecticut,1093
Maine,477
Massachusetts,1639
New_Hampshire,517
Rhode_Island,277
Vermont,202
Middle_Atlantic,9128
New_Jersey,2259
New_York,3476
Pennsylvania,3393
Midwest,27182
East_North_Central,19131
Illinois,4386
Indiana,3215
Michigan,4544
Ohio,4113
Wisconsin,2873
West_North_Central,8051
Iowa,1073
Kansas,899
Minnesota,2299
Missouri,2351
Nebraska,932
North_Dakota,217
South_Dakota,280
South,58222
South_Atlantic,36891
Delaware,456
Dist._of_Columbia,0
Florida,12561
Georgia,7446
Maryland,2390
North_Carolina,6226
South_Carolina,2802
Virginia,4692
West_Virginia,318
East_South_Central,7570
Alabama,1696
Kentucky,1759
Mississippi,897
Tennessee,3218
West_South_Central,13761
Arkansas,917
Louisiana,1333
Oklahoma,795
Texas,10716
West,33719
Mountain,16072
Arizona,4916
Colorado,4117
Idaho,1171
Montana,195
Nevada,2965
New_Mexico,893
Utah,1624
Wyoming,191
Pacific,17647
Alaska,258
California,10292
Hawaii,325
Oregon,2282
Washington,4490
