Location,Total
United_States,99380
Northeast,8165
New_England,2137
Connecticut,269
Maine,457
Massachusetts,905
New_Hampshire,253
Rhode_Island,72
Vermont,181
Middle_Atlantic,6028
New_Jersey,2076
New_York,2122
Pennsylvania,1830
Midwest,15247
East_North_Central_D,8812
Illinois,2482
Indiana,1361
Michigan,1614
Ohio,1478
Wisconsin,1877
West_North_Central_D,6435
Iowa,736
Kansas,766
Minnesota,2215
Missouri,870
Nebraska,718
North_Dakota,675
South_Dakota,455
South,50248
South_Atlantic,27369
Delaware,440
District_of_Columbia,228
Florida,10481
Georgia,4264
Maryland,1535
North_Carolina,4247
South_Carolina,2620
Virginia,3306
West_Virginia,248
East_South_Central_D,6727
Alabama,1040
Kentucky,1364
Mississippi,524
Tennessee,3799
West_South_Central_D,16152
Arkansas,720
Louisiana,1354
Oklahoma,716
Texas,13362
West,25720
Mountain,12856
Arizona,3230
Colorado,4166
Idaho,1407
Montana,396
Nevada,1118
New_Mexico,309
Utah,2091
Wyoming,139
Pacific,12864
Alaska,128
California,7424
Hawaii,487
Oregon,1433
Washington,3392
