Location,Total
United_States,97198
Northeast,9568
New_England,2656
Connecticut,304
Maine,331
Massachusetts,1340
New_Hampshire,400
Rhode_Island,83
Vermont,198
Middle_Atlantic,6912
New_Jersey,2407
New_York,2817
Pennsylvania,1688
Midwest,15830
East_North_Central,9042
Illinois,1993
Indiana,1889
Michigan,1892
Ohio,1980
Wisconsin,1288
West_North_Central,6788
Iowa,894
Kansas,570
Minnesota,2004
Missouri,1570
Nebraska,706
North_Dakota,678
South_Dakota,366
South,47916
South_Atlantic,23006
Delaware,749
District_of_Columbia,278
Florida,7320
Georgia,3201
Maryland,1646
North_Carolina,4301
South_Carolina,2494
Virginia,2803
West_Virginia,214
East_South_Central,6324
Alabama,1889
Kentucky,848
Mississippi,562
Tennessee,3025
West_South_Central,18586
Arkansas,1327
Louisiana,1094
Oklahoma,1351
Texas,14814
West,23884
Mountain,10251
Arizona,3168
Colorado,2632
Idaho,854
Montana,260
Nevada,1026
New_Mexico,351
Utah,1809
Wyoming,151
Pacific,13633
Alaska,122
California,6939
Hawaii,803
Oregon,1426
Washington,4343
