Location,Total
United_States,99946
Northeast,9776
New_England,3086
Connecticut,776
Maine,239
Massachusetts,1460
New_Hampshire,293
Rhode_Island,169
Vermont,149
Middle_Atlantic,6690
New_Jersey,1937
New_York,2523
Pennsylvania,2230
Midwest,19089
East_North_Central,12491
Illinois,2692
Indiana,2681
Michigan,2908
Ohio,2647
Wisconsin,1563
West_North_Central,6598
Iowa,1396
Kansas,891
Minnesota,1803
Missouri,1458
Nebraska,838
North_Dakota,14
South_Dakota,198
South,47284
South_Atlantic,27150
Delaware,338
Dist._of_Columbia,0
Florida,8798
Georgia,6011
Maryland,1632
North_Carolina,4801
South_Carolina,2430
Virginia,2957
West_Virginia,183
East_South_Central,6909
Alabama,2226
Kentucky,1001
Mississippi,780
Tennessee,2902
West_South_Central,13225
Arkansas,767
Louisiana,943
Oklahoma,575
Texas,10940
West,23797
Mountain,12762
Arizona,3881
Colorado,3151
Idaho,400
Montana,76
Nevada,3063
New_Mexico,882
Utah,1223
Wyoming,86
Pacific,11035
Alaska,77
California,6219
Hawaii,185
Oregon,1595
Washington,2959
