Location,Total
United_States,75846
Northeast,7184
New_England,2060
Connecticut,607
Maine,214
Massachusetts,900
New_Hampshire,188
Rhode_Island,70
Vermont,81
Middle_Atlantic,5124
New_Jersey,1464
New_York,1572
Pennsylvania,2088
Midwest,10910
East_North_Central,5691
Illinois,1343
Indiana,1288
Michigan,955
Ohio,1316
Wisconsin,789
West_North_Central,5219
Iowa,712
Kansas,489
Minnesota,1187
Missouri,1085
Nebraska,667
North_Dakota,477
South_Dakota,602
South,40383
South_Atlantic,21281
Delaware,378
District_of_Columbia,44
Florida,7789
Georgia,2949
Maryland,1732
North_Carolina,3861
South_Carolina,1890
Virginia,2465
West_Virginia,173
East_South_Central,3976
Alabama,885
Kentucky,749
Mississippi,608
Tennessee,1734
West_South_Central,15126
Arkansas,569
Louisiana,1299
Oklahoma,1137
Texas,12121
West,17369
Mountain,8443
Arizona,1832
Colorado,2727
Idaho,596
Montana,365
Nevada,1005
New_Mexico,366
Utah,1417
Wyoming,135
Pacific,8926
Alaska,96
California,4840
Hawaii,343
Oregon,1141
Washington,2506
