Location,Total
United_States,115139
Northeast,10131
New_England,2852
Connecticut,590
Maine,326
Massachusetts,1108
New_Hampshire,450
Rhode_Island,232
Vermont,146
Middle_Atlantic,7279
New_Jersey,2102
New_York,2772
Pennsylvania,2405
Midwest,18806
East_North_Central,12767
Illinois,3282
Indiana,2401
Michigan,2520
Ohio,2948
Wisconsin,1616
West_North_Central,6039
Iowa,782
Kansas,594
Minnesota,2159
Missouri,1698
Nebraska,583
North_Dakota,80
South_Dakota,143
South,58831
South_Atlantic,37305
Delaware,466
Dist._of_Columbia,49
Florida,15347
Georgia,7001
Maryland,2271
North_Carolina,5417
South_Carolina,2512
Virginia,3973
West_Virginia,269
East_South_Central,6200
Alabama,1806
Kentucky,1319
Mississippi,681
Tennessee,2394
West_South_Central,15326
Arkansas,1459
Louisiana,1255
Oklahoma,1042
Texas,11570
West,27371
Mountain,12378
Arizona,3918
Colorado,3319
Idaho,666
Montana,190
Nevada,2607
New_Mexico,393
Utah,1210
Wyoming,75
Pacific,14993
Alaska,156
California,10549
Hawaii,259
Oregon,1545
Washington,2484
