Location,Total
United_States,56330
Northeast,6195
New_England,1772
Connecticut,346
Maine,306
Massachusetts,714
New_Hampshire,226
Rhode_Island,69
Vermont,111
Middle_Atlantic,4423
New_Jersey,1104
New_York,1666
Pennsylvania,1653
Midwest,10995
East_North_Central,6323
Illinois,1097
Indiana,1359
Michigan,803
Ohio,1618
Wisconsin,1446
West_North_Central,4672
Iowa,872
Kansas,410
Minnesota,972
Missouri,808
Nebraska,604
North_Dakota,421
South_Dakota,585
South,28317
South_Atlantic,13774
Delaware,315
District_of_Columbia,23
Florida,3743
Georgia,1778
Maryland,904
North_Carolina,3284
South_Carolina,1430
Virginia,2081
West_Virginia,216
East_South_Central,3700
Alabama,1142
Kentucky,683
Mississippi,552
Tennessee,1323
West_South_Central,10843
Arkansas,771
Louisiana,1178
Oklahoma,838
Texas,8056
West,10823
Mountain,5036
Arizona,1142
Colorado,895
Idaho,542
Montana,241
Nevada,698
New_Mexico,436
Utah,940
Wyoming,142
Pacific,5787
Alaska,100
California,3210
Hawaii,195
Oregon,728
Washington,1554
