Location,Total
United_States,139222
Northeast,13094
New_England,2949
Connecticut,538
Maine,503
Massachusetts,1141
New_Hampshire,350
Rhode_Island,164
Vermont,253
Middle_Atlantic,10145
New_Jersey,1734
New_York,5311
Pennsylvania,3100
Midwest,19911
East_North_Central,12852
Illinois,4310
Indiana,2474
Michigan,1561
Ohio,2915
Wisconsin,1592
West_North_Central,7059
Iowa,1186
Kansas,1056
Minnesota,1510
Missouri,2097
Nebraska,591
North_Dakota,153
South_Dakota,466
South,69675
South_Atlantic,38842
Delaware,489
District_of_Columbia,67
Florida,12202
Georgia,7370
Maryland,2366
North_Carolina,8554
South_Carolina,3732
Virginia,3710
West_Virginia,352
East_South_Central,9621
Alabama,2058
Kentucky,1691
Mississippi,2307
Tennessee,3565
West_South_Central,21212
Arkansas,1323
Louisiana,1857
Oklahoma,1599
Texas,16433
West,36542
Mountain,16069
Arizona,6154
Colorado,2544
Idaho,1613
Montana,386
Nevada,2292
New_Mexico,907
Utah,1858
Wyoming,315
Pacific,20473
Alaska,106
California,13245
Hawaii,587
Oregon,2142
Washington,4393
