Location,Total
United_States,90073
Northeast,9750
New_England,2656
Connecticut,533
Maine,242
Massachusetts,1437
New_Hampshire,208
Rhode_Island,91
Vermont,145
Middle_Atlantic,7094
New_Jersey,2226
New_York,3193
Pennsylvania,1675
Midwest,15431
East_North_Central,9358
Illinois,2457
Indiana,1849
Michigan,2053
Ohio,1687
Wisconsin,1312
West_North_Central,6073
Iowa,794
Kansas,624
Minnesota,1543
Missouri,1657
Nebraska,723
North_Dakota,535
South_Dakota,197
South,42906
South_Atlantic,21730
Delaware,385
District_of_Columbia,781
Florida,8127
Georgia,3499
Maryland,1103
North_Carolina,3518
South_Carolina,1880
Virginia,2280
West_Virginia,157
East_South_Central,5761
Alabama,999
Kentucky,884
Mississippi,446
Tennessee,3432
West_South_Central,15415
Arkansas,414
Louisiana,957
Oklahoma,804
Texas,13240
West,21986
Mountain,8920
Arizona,2129
Colorado,2498
Idaho,742
Montana,223
Nevada,1143
New_Mexico,273
Utah,1789
Wyoming,123
Pacific,13066
Alaska,79
California,8553
Hawaii,192
Oregon,1371
Washington,2871
