Location,Total
United_States,151766
Northeast,16063
New_England,4697
Connecticut,1259
Maine,660
Massachusetts,1645
New_Hampshire,601
Rhode_Island,247
Vermont,285
Middle_Atlantic,11366
New_Jersey,2768
New_York,4324
Pennsylvania,4274
Midwest,31404
East_North_Central,22189
Illinois,4655
Indiana,3920
Michigan,5517
Ohio,4658
Wisconsin,3439
West_North_Central,9215
Iowa,1116
Kansas,1063
Minnesota,3349
Missouri,2233
Nebraska,817
North_Dakota,295
South_Dakota,342
South,64325
South_Atlantic,38159
Delaware,467
Dist._of_Columbia,2
Florida,12980
Georgia,6944
Maryland,2515
North_Carolina,7016
South_Carolina,2999
Virginia,4855
West_Virginia,381
East_South_Central,8237
Alabama,1624
Kentucky,1800
Mississippi,1410
Tennessee,3403
West_South_Central,17929
Arkansas,869
Louisiana,1497
Oklahoma,1264
Texas,14299
West,39974
Mountain,18783
Arizona,6220
Colorado,5190
Idaho,1020
Montana,182
Nevada,2470
New_Mexico,1140
Utah,2285
Wyoming,276
Pacific,21191
Alaska,411
California,13999
Hawaii,241
Oregon,2126
Washington,4414
