Location,Total
United_States,88877
Northeast,8223
New_England,2585
Connecticut,435
Maine,216
Massachusetts,1406
New_Hampshire,243
Rhode_Island,179
Vermont,106
Middle_Atlantic,5638
New_Jersey,1544
New_York,1987
Pennsylvania,2107
Midwest,13362
East_North_Central,9853
Illinois,2249
Indiana,1750
Michigan,2459
Ohio,2315
Wisconsin,1080
West_North_Central,3509
Iowa,299
Kansas,721
Minnesota,690
Missouri,1303
Nebraska,379
North_Dakota,28
South_Dakota,89
South,44149
South_Atlantic,27792
Delaware,326
Dist._of_Columbia,0
Florida,9863
Georgia,5517
Maryland,1890
North_Carolina,4506
South_Carolina,2274
Virginia,3209
West_Virginia,207
East_South_Central,5672
Alabama,1195
Kentucky,1084
Mississippi,565
Tennessee,2828
West_South_Central,10685
Arkansas,797
Louisiana,1050
Oklahoma,598
Texas,8240
West,23143
Mountain,12731
Arizona,5101
Colorado,2876
Idaho,424
Montana,100
Nevada,2477
New_Mexico,698
Utah,990
Wyoming,65
Pacific,10412
Alaska,69
California,5875
Hawaii,145
Oregon,1829
Washington,2494
