Location,Total
United_States,62068
Northeast,5613
New_England,1307
Connecticut,277
Maine,197
Massachusetts,532
New_Hampshire,170
Rhode_Island,70
Vermont,61
Middle_Atlantic,4306
New_Jersey,1087
New_York,1500
Pennsylvania,1719
Midwest,9720
East_North_Central,5597
Illinois,1027
Indiana,1386
Michigan,706
Ohio,1588
Wisconsin,890
West_North_Central,4123
Iowa,820
Kansas,465
Minnesota,1038
Missouri,982
Nebraska,394
North_Dakota,177
South_Dakota,247
South,33610
South_Atlantic,16643
Delaware,348
District_of_Columbia,274
Florida,4358
Georgia,1790
Maryland,1600
North_Carolina,3680
South_Carolina,1947
Virginia,2473
West_Virginia,173
East_South_Central,4506
Alabama,1343
Kentucky,794
Mississippi,470
Tennessee,1899
West_South_Central,12461
Arkansas,597
Louisiana,1192
Oklahoma,931
Texas,9741
West,13125
Mountain,6491
Arizona,1678
Colorado,1463
Idaho,590
Montana,197
Nevada,864
New_Mexico,518
Utah,1005
Wyoming,176
Pacific,6634
Alaska,46
California,3661
Hawaii,456
Oregon,693
Washington,1778
