Location,Total
United_States,119851
Northeast,10511
New_England,2938
Connecticut,669
Maine,304
Massachusetts,1224
New_Hampshire,318
Rhode_Island,201
Vermont,222
Middle_Atlantic,7573
New_Jersey,1833
New_York,2665
Pennsylvania,3075
Midwest,26369
East_North_Central,17490
Illinois,3937
Indiana,3188
Michigan,3565
Ohio,4129
Wisconsin,2671
West_North_Central,8879
Iowa,1191
Kansas,2303
Minnesota,1666
Missouri,2490
Nebraska,706
North_Dakota,47
South_Dakota,476
South,51625
South_Atlantic,31355
Delaware,419
Dist._of_Columbia,0
Florida,9856
Georgia,6536
Maryland,2609
North_Carolina,5480
South_Carolina,2372
Virginia,3726
West_Virginia,357
East_South_Central,7638
Alabama,1777
Kentucky,1574
Mississippi,1076
Tennessee,3211
West_South_Central,12632
Arkansas,974
Louisiana,1310
Oklahoma,1253
Texas,9095
West,31346
Mountain,16237
Arizona,5252
Colorado,3950
Idaho,842
Montana,201
Nevada,3070
New_Mexico,983
Utah,1706
Wyoming,233
Pacific,15109
Alaska,136
California,8173
Hawaii,430
Oregon,2220
Washington,4150
