Location,Total
United_States,113033
Northeast,11138
New_England,2486
Connecticut,494
Maine,347
Massachusetts,1038
New_Hampshire,321
Rhode_Island,99
Vermont,187
Middle_Atlantic,8652
New_Jersey,1960
New_York,4095
Pennsylvania,2597
Midwest,16504
East_North_Central_D,9656
Illinois,1621
Indiana,1958
Michigan,1645
Ohio,2603
Wisconsin,1829
West_North_Central_D,6848
Iowa,1365
Kansas,714
Minnesota,2595
Missouri,897
Nebraska,604
North_Dakota,308
South_Dakota,365
South,57878
South_Atlantic,32195
Delaware,499
District_of_Columbia,30
Florida,12952
Georgia,4666
Maryland,1810
North_Carolina,6055
South_Carolina,3021
Virginia,2956
West_Virginia,206
East_South_Central_D,6796
Alabama,1278
Kentucky,1097
Mississippi,677
Tennessee,3744
West_South_Central_D,18887
Arkansas,774
Louisiana,1148
Oklahoma,794
Texas,16171
West,27513
Mountain,13245
Arizona,4509
Colorado,3283
Idaho,1205
Montana,398
Nevada,1236
New_Mexico,413
Utah,2032
Wyoming,169
Pacific,14268
Alaska,133
California,9497
Hawaii,270
Oregon,1345
Washington,3023
