Location,Total
United_States,105347
Northeast,8995
New_England,2565
Connecticut,736
Maine,185
Massachusetts,1096
New_Hampshire,288
Rhode_Island,180
Vermont,80
Middle_Atlantic,6430
New_Jersey,1782
New_York,2641
Pennsylvania,2007
Midwest,13349
East_North_Central,9041
Illinois,2082
Indiana,1457
Michigan,1977
Ohio,2314
Wisconsin,1211
West_North_Central,4308
Iowa,481
Kansas,708
Minnesota,1051
Missouri,1099
Nebraska,825
North_Dakota,25
South_Dakota,119
South,55943
South_Atlantic,35297
Delaware,424
Dist._of_Columbia,177
Florida,13679
Georgia,6147
Maryland,1413
North_Carolina,6261
South_Carolina,3024
Virginia,3932
West_Virginia,240
East_South_Central,5416
Alabama,1392
Kentucky,1134
Mississippi,737
Tennessee,2153
West_South_Central,15230
Arkansas,768
Louisiana,1205
Oklahoma,970
Texas,12287
West,27060
Mountain,13240
Arizona,5296
Colorado,3254
Idaho,553
Montana,158
Nevada,2093
New_Mexico,678
Utah,1131
Wyoming,77
Pacific,13820
Alaska,87
California,9373
Hawaii,309
Oregon,1557
Washington,2494
