Location,Total
United_States,113085
Northeast,12512
New_England,3371
Connecticut,640
Maine,355
Massachusetts,1785
New_Hampshire,331
Rhode_Island,137
Vermont,123
Middle_Atlantic,9141
New_Jersey,2068
New_York,4409
Pennsylvania,2664
Midwest,14839
East_North_Central,9065
Illinois,2853
Indiana,1679
Michigan,1384
Ohio,1907
Wisconsin,1242
West_North_Central,5774
Iowa,733
Kansas,735
Minnesota,1787
Missouri,1695
Nebraska,445
North_Dakota,184
South_Dakota,195
South,58947
South_Atlantic,32341
Delaware,418
District_of_Columbia,52
Florida,9982
Georgia,5838
Maryland,2780
North_Carolina,7608
South_Carolina,3058
Virginia,2378
West_Virginia,227
East_South_Central,7080
Alabama,2456
Kentucky,921
Mississippi,785
Tennessee,2918
West_South_Central,19526
Arkansas,633
Louisiana,3863
Oklahoma,873
Texas,14157
West,26787
Mountain,12101
Arizona,3834
Colorado,2548
Idaho,793
Montana,256
Nevada,2271
New_Mexico,644
Utah,1530
Wyoming,225
Pacific,14686
Alaska,48
California,10085
Hawaii,513
Oregon,1197
Washington,2843
