Location,Total
United_States,184470
Northeast,16430
New_England,4518
Connecticut,952
Maine,739
Massachusetts,1694
New_Hampshire,623
Rhode_Island,201
Vermont,309
Middle_Atlantic,11912
New_Jersey,2925
New_York,5094
Pennsylvania,3893
Midwest,31067
East_North_Central,20912
Illinois,6238
Indiana,2806
Michigan,3981
Ohio,4559
Wisconsin,3328
West_North_Central,10155
Iowa,1315
Kansas,1162
Minnesota,2962
Missouri,2924
Nebraska,800
North_Dakota,420
South_Dakota,572
South,88762
South_Atlantic,53670
Delaware,823
District_of_Columbia,142
Florida,19734
Georgia,11002
Maryland,2451
North_Carolina,9522
South_Carolina,4751
Virginia,4772
West_Virginia,473
East_South_Central,10627
Alabama,2653
Kentucky,1802
Mississippi,2061
Tennessee,4111
West_South_Central,24465
Arkansas,937
Louisiana,2122
Oklahoma,1727
Texas,19679
West,48211
Mountain,22781
Arizona,7754
Colorado,3983
Idaho,2061
Montana,492
Nevada,4224
New_Mexico,1384
Utah,2513
Wyoming,370
Pacific,25430
Alaska,514
California,16243
Hawaii,593
Oregon,3201
Washington,4879
