Location,Total
United_States,92816
Northeast,8123
New_England,2123
Connecticut,458
Maine,144
Massachusetts,1089
New_Hampshire,240
Rhode_Island,136
Vermont,56
Middle_Atlantic,6000
New_Jersey,1336
New_York,2123
Pennsylvania,2541
Midwest,15864
East_North_Central,11596
Illinois,2589
Indiana,2438
Michigan,2580
Ohio,2534
Wisconsin,1455
West_North_Central,4268
Iowa,274
Kansas,910
Minnesota,1095
Missouri,1489
Nebraska,315
North_Dakota,82
South_Dakota,103
South,44489
South_Atlantic,26118
Delaware,334
Dist._of_Columbia,0
Florida,9209
Georgia,4792
Maryland,1719
North_Carolina,4903
South_Carolina,1936
Virginia,3040
West_Virginia,185
East_South_Central,6657
Alabama,1881
Kentucky,1351
Mississippi,625
Tennessee,2800
West_South_Central,11714
Arkansas,918
Louisiana,1421
Oklahoma,667
Texas,8708
West,24340
Mountain,12134
Arizona,4034
Colorado,2696
Idaho,552
Montana,167
Nevada,2609
New_Mexico,771
Utah,1191
Wyoming,114
Pacific,12206
Alaska,115
California,7267
Hawaii,159
Oregon,2012
Washington,2653
