Location,Total
United_States,158815
Northeast,15956
New_England,4001
Connecticut,718
Maine,711
Massachusetts,1525
New_Hampshire,486
Rhode_Island,192
Vermont,369
Middle_Atlantic,11955
New_Jersey,2427
New_York,6134
Pennsylvania,3394
Midwest,26539
East_North_Central,17409
Illinois,5438
Indiana,2480
Michigan,3170
Ohio,3651
Wisconsin,2670
West_North_Central,9130
Iowa,1013
Kansas,904
Minnesota,2331
Missouri,3126
Nebraska,881
North_Dakota,407
South_Dakota,468
South,80037
South_Atlantic,46312
Delaware,646
District_of_Columbia,26
Florida,16485
Georgia,9681
Maryland,2481
North_Carolina,8767
South_Carolina,4183
Virginia,3611
West_Virginia,432
East_South_Central,10984
Alabama,3344
Kentucky,1537
Mississippi,1291
Tennessee,4812
West_South_Central,22741
Arkansas,1194
Louisiana,2220
Oklahoma,1365
Texas,17962
West,36283
Mountain,16889
Arizona,4623
Colorado,3315
Idaho,1589
Montana,417
Nevada,2945
New_Mexico,948
Utah,2761
Wyoming,291
Pacific,19394
Alaska,395
California,11595
Hawaii,654
Oregon,2194
Washington,4556
