Location,Total
United_States,87166
Northeast,9027
New_England,2501
Connecticut,419
Maine,294
Massachusetts,1112
New_Hampshire,417
Rhode_Island,82
Vermont,177
Middle_Atlantic,6526
New_Jersey,2015
New_York,2912
Pennsylvania,1599
Midwest,14821
East_North_Central,8453
Illinois,1467
Indiana,1429
Michigan,1543
Ohio,2460
Wisconsin,1554
West_North_Central,6368
Iowa,962
Kansas,497
Minnesota,1684
Missouri,1102
Nebraska,795
North_Dakota,937
South_Dakota,391
South,44272
South_Atlantic,22127
Delaware,387
District_of_Columbia,779
Florida,6793
Georgia,3392
Maryland,1345
North_Carolina,4925
South_Carolina,2151
Virginia,2125
West_Virginia,230
East_South_Central,4127
Alabama,1121
Kentucky,692
Mississippi,474
Tennessee,1840
West_South_Central,18018
Arkansas,435
Louisiana,1329
Oklahoma,938
Texas,15316
West,19046
Mountain,8810
Arizona,2104
Colorado,2537
Idaho,817
Montana,322
Nevada,1230
New_Mexico,428
Utah,1248
Wyoming,124
Pacific,10236
Alaska,106
California,5667
Hawaii,217
Oregon,1050
Washington,3196
