Location,Total
United_States,35985
Northeast,4583
New_England,790
Connecticut,133
Maine,126
Massachusetts,368
New_Hampshire,103
Rhode_Island,30
Vermont,30
Middle_Atlantic,3793
New_Jersey,922
New_York,1454
Pennsylvania,1417
Midwest,4357
East_North_Central,3046
Illinois,833
Indiana,626
Michigan,373
Ohio,687
Wisconsin,527
West_North_Central,1311
Iowa,173
Kansas,318
Minnesota,246
Missouri,318
Nebraska,141
North_Dakota,58
South_Dakota,57
South,19880
South_Atlantic,10365
Delaware,240
District_of_Columbia,472
Florida,3039
Georgia,1161
Maryland,752
North_Carolina,2034
South_Carolina,915
Virginia,1677
West_Virginia,75
East_South_Central,2388
Alabama,992
Kentucky,392
Mississippi,307
Tennessee,697
West_South_Central,7127
Arkansas,470
Louisiana,821
Oklahoma,526
Texas,5310
West,7165
Mountain,2953
Arizona,697
Colorado,643
Idaho,173
Montana,57
Nevada,643
New_Mexico,235
Utah,421
Wyoming,84
Pacific,4212
Alaska,54
California,2486
Hawaii,116
Oregon,466
Washington,1090
