Location,Total
United_States,58862
Northeast,9241
New_England,2489
Connecticut,247
Maine,342
Massachusetts,1351
New_Hampshire,350
Rhode_Island,109
Vermont,90
Middle_Atlantic,6752
New_Jersey,1289
New_York,3482
Pennsylvania,1981
Midwest,9615
East_North_Central,5562
Illinois,1131
Indiana,1133
Michigan,951
Ohio,1175
Wisconsin,1172
West_North_Central,4053
Iowa,795
Kansas,645
Minnesota,778
Missouri,727
Nebraska,493
North_Dakota,300
South_Dakota,315
South,27403
South_Atlantic,13040
Delaware,294
District_of_Columbia,0
Florida,3289
Georgia,1554
Maryland,1074
North_Carolina,3323
South_Carolina,1279
Virginia,1967
West_Virginia,260
East_South_Central,3414
Alabama,759
Kentucky,593
Mississippi,445
Tennessee,1617
West_South_Central,10949
Arkansas,1152
Louisiana,894
Oklahoma,719
Texas,8184
West,12603
Mountain,4834
Arizona,1095
Colorado,944
Idaho,553
Montana,196
Nevada,751
New_Mexico,442
Utah,644
Wyoming,209
Pacific,7769
Alaska,109
California,4467
Hawaii,165
Oregon,883
Washington,2145
