Location,Total
United_States,133041
Northeast,12909
New_England,3789
Connecticut,910
Maine,522
Massachusetts,1431
New_Hampshire,477
Rhode_Island,216
Vermont,233
Middle_Atlantic,9120
New_Jersey,2499
New_York,3611
Pennsylvania,3010
Midwest,30967
East_North_Central,21893
Illinois,5099
Indiana,3505
Michigan,4860
Ohio,5157
Wisconsin,3272
West_North_Central,9074
Iowa,1124
Kansas,1124
Minnesota,3308
Missouri,2179
Nebraska,699
North_Dakota,270
South_Dakota,370
South,56746
South_Atlantic,34467
Delaware,400
Dist._of_Columbia,5
Florida,12113
Georgia,7156
Maryland,2223
North_Carolina,5566
South_Carolina,2662
Virginia,4014
West_Virginia,328
East_South_Central,7428
Alabama,1835
Kentucky,1835
Mississippi,1002
Tennessee,2756
West_South_Central,14851
Arkansas,1118
Louisiana,1244
Oklahoma,1057
Texas,11432
West,32419
Mountain,16121
Arizona,5301
Colorado,4307
Idaho,1101
Montana,107
Nevada,2769
New_Mexico,780
Utah,1619
Wyoming,137
Pacific,16298
Alaska,204
California,10719
Hawaii,219
Oregon,1611
Washington,3545
