Location,Total
United_States,138349
Northeast,14989
New_England,4503
Connecticut,869
Maine,648
Massachusetts,1820
New_Hampshire,588
Rhode_Island,203
Vermont,375
Middle_Atlantic,10486
New_Jersey,2680
New_York,4272
Pennsylvania,3534
Midwest,29935
East_North_Central,21534
Illinois,4743
Indiana,3219
Michigan,5385
Ohio,4674
Wisconsin,3513
West_North_Central,8401
Iowa,852
Kansas,833
Minnesota,3024
Missouri,2199
Nebraska,815
North_Dakota,154
South_Dakota,524
South,60452
South_Atlantic,39231
Delaware,426
Dist._of_Columbia,18
Florida,14643
Georgia,8711
Maryland,2658
North_Carolina,6085
South_Carolina,2533
Virginia,3824
West_Virginia,333
East_South_Central,6323
Alabama,1599
Kentucky,1502
Mississippi,749
Tennessee,2473
West_South_Central,14898
Arkansas,694
Louisiana,1363
Oklahoma,929
Texas,11912
West,32973
Mountain,16284
Arizona,5157
Colorado,4937
Idaho,898
Montana,215
Nevada,2385
New_Mexico,954
Utah,1594
Wyoming,144
Pacific,16689
Alaska,364
California,10621
Hawaii,405
Oregon,1615
Washington,3684
