Location,Total
United_States,116933
Northeast,8988
New_England,2240
Connecticut,349
Maine,375
Massachusetts,864
New_Hampshire,328
Rhode_Island,187
Vermont,137
Middle_Atlantic,6748
New_Jersey,2083
New_York,2825
Pennsylvania,1840
Midwest,19690
East_North_Central_D,9755
Illinois,1853
Indiana,2098
Michigan,2176
Ohio,1962
Wisconsin,1666
West_North_Central_D,9935
Iowa,1016
Kansas,1346
Minnesota,4176
Missouri,1580
Nebraska,789
North_Dakota,404
South_Dakota,624
South,59783
South_Atlantic,33654
Delaware,535
District_of_Columbia,340
Florida,12439
Georgia,4476
Maryland,2181
North_Carolina,7348
South_Carolina,3612
Virginia,2214
West_Virginia,509
East_South_Central_D,7216
Alabama,1381
Kentucky,1526
Mississippi,572
Tennessee,3737
West_South_Central_D,18913
Arkansas,715
Louisiana,1767
Oklahoma,867
Texas,15564
West,28472
Mountain,13105
Arizona,3738
Colorado,3320
Idaho,1379
Montana,339
Nevada,1352
New_Mexico,416
Utah,2406
Wyoming,155
Pacific,15367
Alaska,165
California,8826
Hawaii,332
Oregon,1706
Washington,4338
