Location,Total
United_States,163135
Northeast,14376
New_England,4118
Connecticut,893
Maine,708
Massachusetts,1425
New_Hampshire,605
Rhode_Island,251
Vermont,236
Middle_Atlantic,10258
New_Jersey,2592
New_York,4126
Pennsylvania,3540
Midwest,35820
East_North_Central,24509
Illinois,5878
Indiana,4015
Michigan,5704
Ohio,5173
Wisconsin,3739
West_North_Central,11311
Iowa,1403
Kansas,1183
Minnesota,4514
Missouri,2387
Nebraska,1024
North_Dakota,341
South_Dakota,459
South,71077
South_Atlantic,42843
Delaware,592
District_of_Columbia,98
Florida,16349
Georgia,9200
Maryland,2263
North_Carolina,6638
South_Carolina,2975
Virginia,4349
West_Virginia,379
East_South_Central,8418
Alabama,2304
Kentucky,1949
Mississippi,1082
Tennessee,3083
West_South_Central,19816
Arkansas,1356
Louisiana,2145
Oklahoma,1200
Texas,15115
West,41862
Mountain,19679
Arizona,6602
Colorado,3484
Idaho,1420
Montana,370
Nevada,4229
New_Mexico,1196
Utah,2174
Wyoming,204
Pacific,22183
Alaska,364
California,15028
Hawaii,403
Oregon,2504
Washington,3884
