Location,Total
United_States,128318
Northeast,13928
New_England,4432
Connecticut,871
Maine,570
Massachusetts,1971
New_Hampshire,574
Rhode_Island,231
Vermont,215
Middle_Atlantic,9496
New_Jersey,2340
New_York,3874
Pennsylvania,3282
Midwest,27699
East_North_Central,20239
Illinois,4733
Indiana,2955
Michigan,5204
Ohio,4748
Wisconsin,2599
West_North_Central,7460
Iowa,1254
Kansas,780
Minnesota,2550
Missouri,1585
Nebraska,720
North_Dakota,182
South_Dakota,389
South,54499
South_Atlantic,34405
Delaware,294
Dist._of_Columbia,330
Florida,11506
Georgia,7929
Maryland,2084
North_Carolina,5359
South_Carolina,2388
Virginia,4217
West_Virginia,298
East_South_Central,6285
Alabama,1231
Kentucky,1318
Mississippi,719
Tennessee,3017
West_South_Central,13809
Arkansas,641
Louisiana,1158
Oklahoma,1348
Texas,10662
West,32192
Mountain,15378
Arizona,4322
Colorado,5243
Idaho,916
Montana,171
Nevada,2409
New_Mexico,806
Utah,1353
Wyoming,158
Pacific,16814
Alaska,205
California,11362
Hawaii,298
Oregon,1467
Washington,3482
