Location,Total
United_States,134564
Northeast,12337
New_England,3648
Connecticut,767
Maine,395
Massachusetts,1511
New_Hampshire,527
Rhode_Island,256
Vermont,192
Middle_Atlantic,8689
New_Jersey,2078
New_York,3423
Pennsylvania,3188
Midwest,29142
East_North_Central,19052
Illinois,4247
Indiana,3334
Michigan,4482
Ohio,4180
Wisconsin,2809
West_North_Central,10090
Iowa,960
Kansas,1803
Minnesota,3089
Missouri,2181
Nebraska,1132
North_Dakota,395
South_Dakota,530
South,57804
South_Atlantic,33113
Delaware,482
Dist._of_Columbia,0
Florida,11785
Georgia,5830
Maryland,2075
North_Carolina,6172
South_Carolina,2642
Virginia,3838
West_Virginia,289
East_South_Central,7650
Alabama,1266
Kentucky,1760
Mississippi,853
Tennessee,3771
West_South_Central,17041
Arkansas,1246
Louisiana,1057
Oklahoma,777
Texas,13961
West,35281
Mountain,16963
Arizona,5691
Colorado,3706
Idaho,876
Montana,187
Nevada,3351
New_Mexico,854
Utah,2167
Wyoming,131
Pacific,18318
Alaska,347
California,9945
Hawaii,306
Oregon,2943
Washington,4777
