Location,Total
United_States,75407
Northeast,7274
New_England,2221
Connecticut,358
Maine,287
Massachusetts,1072
New_Hampshire,289
Rhode_Island,62
Vermont,153
Middle_Atlantic,5053
New_Jersey,1279
New_York,2235
Pennsylvania,1539
Midwest,12315
East_North_Central,6980
Illinois,1166
Indiana,1370
Michigan,1376
Ohio,1643
Wisconsin,1425
West_North_Central,5335
Iowa,1153
Kansas,496
Minnesota,1056
Missouri,1023
Nebraska,677
North_Dakota,592
South_Dakota,338
South,38595
South_Atlantic,19281
Delaware,302
District_of_Columbia,612
Florida,5276
Georgia,1720
Maryland,1147
North_Carolina,5141
South_Carolina,2332
Virginia,2543
West_Virginia,208
East_South_Central,4196
Alabama,1158
Kentucky,673
Mississippi,643
Tennessee,1722
West_South_Central,15118
Arkansas,594
Louisiana,1094
Oklahoma,1488
Texas,11942
West,17223
Mountain,7404
Arizona,1945
Colorado,1913
Idaho,741
Montana,197
Nevada,792
New_Mexico,431
Utah,1201
Wyoming,184
Pacific,9819
Alaska,106
California,5705
Hawaii,176
Oregon,1223
Washington,2609
