Location,Total
United_States,107676
Northeast,9098
New_England,2520
Connecticut,368
Maine,443
Massachusetts,970
New_Hampshire,370
Rhode_Island,113
Vermont,256
Middle_Atlantic,6578
New_Jersey,1937
New_York,2715
Pennsylvania,1926
Midwest,17839
East_North_Central,10064
Illinois,1964
Indiana,1728
Michigan,2562
Ohio,1911
Wisconsin,1899
West_North_Central,7775
Iowa,960
Kansas,507
Minnesota,2065
Missouri,2045
Nebraska,908
North_Dakota,512
South_Dakota,778
South,50851
South_Atlantic,26959
Delaware,519
District_of_Columbia,363
Florida,8600
Georgia,4081
Maryland,2654
North_Carolina,4867
South_Carolina,2957
Virginia,2675
West_Virginia,243
East_South_Central,5835
Alabama,1116
Kentucky,1091
Mississippi,719
Tennessee,2909
West_South_Central,18057
Arkansas,969
Louisiana,1285
Oklahoma,1162
Texas,14641
West,29888
Mountain,13575
Arizona,3503
Colorado,3539
Idaho,1374
Montana,379
Nevada,2059
New_Mexico,433
Utah,2056
Wyoming,232
Pacific,16313
Alaska,177
California,10242
Hawaii,233
Oregon,1830
Washington,3831
