Location,Total
United_States,201179
Northeast,17997
New_England,5256
Connecticut,1055
Maine,921
Massachusetts,1959
New_Hampshire,788
Rhode_Island,209
Vermont,324
Middle_Atlantic,12741
New_Jersey,3455
New_York,5093
Pennsylvania,4193
Midwest,35198
East_North_Central,24442
Illinois,6891
Indiana,3942
Michigan,4685
Ohio,5533
Wisconsin,3391
West_North_Central,10756
Iowa,1502
Kansas,1172
Minnesota,3293
Missouri,2941
Nebraska,1018
North_Dakota,362
South_Dakota,468
South,98061
South_Atlantic,62028
Delaware,765
District_of_Columbia,13
Florida,26831
Georgia,10724
Maryland,3182
North_Carolina,9413
South_Carolina,4855
Virginia,5685
West_Virginia,560
East_South_Central,10307
Alabama,2471
Kentucky,1671
Mississippi,1315
Tennessee,4850
West_South_Central,25726
Arkansas,1495
Louisiana,2006
Oklahoma,1658
Texas,20567
West,49923
Mountain,24207
Arizona,8444
Colorado,3956
Idaho,2337
Montana,583
Nevada,4569
New_Mexico,1203
Utah,2812
Wyoming,303
Pacific,25716
Alaska,248
California,17076
Hawaii,858
Oregon,2959
Washington,4575
