Location,Total
United_States,65979
Northeast,4932
New_England,1433
Connecticut,253
Maine,134
Massachusetts,694
New_Hampshire,135
Rhode_Island,68
Vermont,149
Middle_Atlantic,3499
New_Jersey,928
New_York,1380
Pennsylvania,1191
Midwest,7573
East_North_Central,4375
Illinois,705
Indiana,1271
Michigan,681
Ohio,1191
Wisconsin,527
West_North_Central,3198
Iowa,437
Kansas,407
Minnesota,596
Missouri,792
Nebraska,456
North_Dakota,368
South_Dakota,142
South,36958
South_Atlantic,19288
Delaware,342
District_of_Columbia,236
Florida,6887
Georgia,3456
Maryland,1020
North_Carolina,3581
South_Carolina,1612
Virginia,1972
West_Virginia,182
East_South_Central,3216
Alabama,714
Kentucky,594
Mississippi,372
Tennessee,1536
West_South_Central,14454
Arkansas,419
Louisiana,1239
Oklahoma,1101
Texas,11695
West,16516
Mountain,6226
Arizona,1635
Colorado,1815
Idaho,558
Montana,204
Nevada,633
New_Mexico,390
Utah,853
Wyoming,138
Pacific,10290
Alaska,56
California,6516
Hawaii,200
Oregon,1363
Washington,2155
