Location,Total
United_States,135082
Northeast,14166
New_England,3962
Connecticut,800
Maine,556
Massachusetts,1589
New_Hampshire,528
Rhode_Island,266
Vermont,223
Middle_Atlantic,10204
New_Jersey,2478
New_York,4511
Pennsylvania,3215
Midwest,31556
East_North_Central,21736
Illinois,5295
Indiana,3554
Michigan,5021
Ohio,4823
Wisconsin,3043
West_North_Central,9820
Iowa,1291
Kansas,1318
Minnesota,3454
Missouri,2385
Nebraska,690
North_Dakota,343
South_Dakota,339
South,56260
South_Atlantic,35037
Delaware,285
Dist._of_Columbia,91
Florida,10750
Georgia,8672
Maryland,2120
North_Carolina,6199
South_Carolina,2602
Virginia,3996
West_Virginia,322
East_South_Central,7290
Alabama,1710
Kentucky,1623
Mississippi,1068
Tennessee,2889
West_South_Central,13933
Arkansas,790
Louisiana,1107
Oklahoma,1382
Texas,10654
West,33100
Mountain,15946
Arizona,5495
Colorado,3909
Idaho,942
Montana,210
Nevada,2932
New_Mexico,773
Utah,1506
Wyoming,179
Pacific,17154
Alaska,220
California,11347
Hawaii,333
Oregon,1824
Washington,3430
